"ID","FULLNAME","EMAIL","BIRTHDATE_DAY","BIRTHDATE_MONTH","BIRTHDATE_YEAR","COUNTRY_NAME","COUNTRY_ABBREVIATION","DDD","MOBILE_DEVICE_OS","CURRENCY_ID","CURRENCY_NAME","AMOUNT","AVG_AMOUNT_MONTH","USE_ECOMMERCE","LAST_STOCK_BOUGHT_TAG","LAST_STOCK_BOUGHT_NAME","LAST_STOCK_BOUGHT_CATEGORY"
"3570","GUENNA LINNIE","guenna-linnienance@gmail.com.b","13","12","1977","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","43139","7357.75","True","ADDYY","ADIDAS"","FITNESS"
"3571","MADONNA BEULAH","madonna-beulahlanette@gmail.com.m","27","3","1974","MEXICO","MEX","+92","OTHER","US","DOLAR","506656","66733.5","False","DIS","THE WALT DISNEY COMPANY","FUN"
"3572","JO SEKA","jo-sekaavie@outlook.com.a","2","5","2004","ARGENTINA","ARG","+90","OTHER","US","DOLAR","473609","4087.25","False","ADDDF","ADIDAS"","FITNESS"
"3573","AGATA JANAYA","agata-janayajaneta@yahoo.com.a","14","10","1980","ARGENTINA","ARG","+90","IOS","US","DOLAR","921814","22358.416666666668","False","ADDDF","ADIDAS"","FITNESS"
"3574","BINNI SHEILA","binni-sheilapatience@outlook.com.u","27","8","1980","UNITED_STATES","USA","+91","OTHER","US","DOLAR","35837","37360.083333333336","False","DIS","THE WALT DISNEY COMPANY","FUN"
"3575","KATRINE LINNET","katrine-linnetvanny@hotmail.com.u","26","2","1977","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","861597","35771.666666666664","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3576","NORINA FREDELIA","norina-fredeliaharrie@gmail.com.b","8","7","1985","BRASIL","BRA","+55","IOS","US","DOLAR","444867","25261.75","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"3577","ARLEYNE BAB","arleyne-babsarina@hotmail.com.b","29","1","1999","BRASIL","BRA","+55","OTHER","US","DOLAR","358353","18210.25","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3578","YETTIE JANDY","yettie-jandyethelind@gmail.com.b","5","3","1992","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","841847","9609.5","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3579","JAMMIE STEFFI","jammie-steffishantee@gmail.com.u","21","1","1971","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","286748","60440.583333333336","False","NKE","NIKE INC.","FITNESS"
"3580","KATERINE LILAS","katerine-lilaskakalina@hotmail.com.a","11","2","1990","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","456273","58392.75","False","DIS","THE WALT DISNEY COMPANY","FUN"
"3581","TABBATHA ARLY","tabbatha-arlytrula@hotmail.com.m","17","11","2004","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","869422","77316.0","False","ADDDF","ADIDAS"","FITNESS"
"3582","FRANCISKA LISSIE","franciska-lissieelfie@outlook.com.a","6","9","1995","ARGENTINA","ARG","+90","IOS","US","DOLAR","151163","68267.33333333333","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3583","CAYLA BOBBEE","cayla-bobbeejanene@hotmail.com.u","10","8","1994","UNITED_STATES","USA","+91","OTHER","US","DOLAR","160875","26375.166666666668","True","APPL","APPLE INC.","TECHNOLOGY"
"3584","LANETTE JOEANN","lanette-joeannaveril@gmail.com.m","1","12","1988","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","308079","10600.0","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"3585","DIX HYNDA","dix-hyndaroxy@gmail.com.u","9","8","1979","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","535200","26826.5","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3586","GWENDOLEN SHARLA","gwendolen-sharlasuki@inc.com.u","9","5","1984","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","283466","71883.41666666667","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3587","LIBBIE CARISSA","libbie-carissamarnia@inc.com.m","12","8","1975","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","949983","8232.166666666666","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3588","ELIE CARITA","elie-caritadebora@hotmail.com.b","19","1","1980","BRASIL","BRA","+55","IOS","US","DOLAR","203388","79186.58333333333","False","ADDDF","ADIDAS"","FITNESS"
"3589","MARJORIE SHANDRA","marjorie-shandratiff@gmail.com.a","27","5","1991","ARGENTINA","ARG","+90","OTHER","US","DOLAR","934576","43908.333333333336","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3590","KORELLA LETTA","korella-lettanona@gmail.com.a","25","7","1984","ARGENTINA","ARG","+90","IOS","US","DOLAR","159502","8819.25","True","APPL","APPLE INC.","TECHNOLOGY"
"3591","MONIKA GUENDOLEN","monika-guendolendacie@outlook.com.m","8","6","1981","MEXICO","MEX","+92","OTHER","US","DOLAR","391423","20204.833333333332","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3592","VALERIE GENIA","valerie-geniacarlee@gmail.com.u","14","2","1992","UNITED_STATES","USA","+91","IOS","US","DOLAR","741080","8701.5","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"3593","ONDREA GEORGIA","ondrea-georgiaerena@outlook.com.m","26","10","1997","MEXICO","MEX","+92","SANSUNG","US","DOLAR","292817","15130.5","False","ADS.F","ADIDAS"","FITNESS"
"3594","LAVERNE LINDSAY","laverne-lindsaygeorgie@hotmail.com.b","11","5","2000","BRASIL","BRA","+55","XIAOMI","US","DOLAR","873221","33368.333333333336","True","ADDYY","ADIDAS"","FITNESS"
"3595","KATHARINA FIONNA","katharina-fionnawendi@hotmail.com.a","2","6","1982","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","746532","55971.833333333336","False","APPL","APPLE INC.","TECHNOLOGY"
"3596","ELSIE KARIOTTA","elsie-kariottaamalee@gmail.com.b","16","12","1983","BRASIL","BRA","+55","XIAOMI","US","DOLAR","898448","13657.416666666666","False","ADS.F","ADIDAS"","FITNESS"
"3597","DANYETTE LINDSEY","danyette-lindseyyoshi@inc.com.b","1","11","1981","BRASIL","BRA","+55","XIAOMI","US","DOLAR","781382","51615.0","False","APPL","APPLE INC.","TECHNOLOGY"
"3598","KIPPY ALLY","kippy-allybrigid@hotmail.com.b","1","2","1989","BRASIL","BRA","+55","OTHER","US","DOLAR","21205","15901.75","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3599","ABAGAEL VANESSA","abagael-vanessalayla@gmail.com.a","16","6","1973","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","843537","52362.083333333336","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"3600","FAYRE CARMINE","fayre-carminelois@yahoo.com.m","10","9","1971","MEXICO","MEX","+92","IOS","US","DOLAR","725622","58509.75","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3601","PRUDY DARRYL","prudy-darrylmaryanne@inc.com.a","16","4","1982","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","841854","28543.333333333332","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3602","ELLYNN FRANK","ellynn-frankmarketa@yahoo.com.b","17","7","1991","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","998850","53622.416666666664","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3603","RHODA WILONA","rhoda-wilonacecile@yahoo.com.u","10","6","1981","UNITED_STATES","USA","+91","IOS","US","DOLAR","250017","31913.583333333332","False","NKE","NIKE INC.","FITNESS"
"3604","DANNIE MAGDALENA","dannie-magdalenaleticia@hotmail.com.b","8","6","1999","BRASIL","BRA","+55","OTHER","US","DOLAR","546358","14858.416666666666","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3605","VIKI CORRINE","viki-corrinenannette@inc.com.b","9","2","1996","BRASIL","BRA","+55","OTHER","US","DOLAR","564181","48565.0","True","ADS.F","ADIDAS"","FITNESS"
"3606","PATTIE ALOISE","pattie-aloisemargalit@gmail.com.m","19","5","1997","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","455402","45297.5","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3607","FAUSTINE DELORA","faustine-delorajoela@outlook.com.m","18","3","2002","MEXICO","MEX","+92","SANSUNG","US","DOLAR","952034","67233.83333333333","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"3608","ROSA CLARIBEL","rosa-claribeljoellen@gmail.com.a","22","2","1997","ARGENTINA","ARG","+90","OTHER","US","DOLAR","312042","30759.083333333332","True","ADDDF","ADIDAS"","FITNESS"
"3609","PEARLINE CATY","pearline-catykalinda@gmail.com.u","30","9","1995","UNITED_STATES","USA","+91","SANSUNG","US","DOLAR","615210","7705.333333333333","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3610","KIMBRA SILVIE","kimbra-silvierosamond@inc.com.a","21","1","2001","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","339314","12772.25","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3611","STACE DIANE-MARIE","stace-diane-marienathalie@yahoo.com.b","16","10","1970","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","841411","25688.0","True","ADDDF","ADIDAS"","FITNESS"
"3612","STEPHANA LYNNETT","stephana-lynnettcherrita@gmail.com.u","30","10","2004","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","791858","50858.666666666664","False","ADDYY","ADIDAS"","FITNESS"
"3613","WILLETTA NICOLINE","willetta-nicolineleonore@hotmail.com.m","6","4","1978","MEXICO","MEX","+92","IOS","US","DOLAR","992879","27240.666666666668","True","ADDYY","ADIDAS"","FITNESS"
"3614","DOROTHEA ARIDATHA","dorothea-aridathasibley@outlook.com.b","25","7","1995","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","870764","19227.916666666668","True","APPL","APPLE INC.","TECHNOLOGY"
"3615","HERMIA MELLISA","hermia-mellisasharai@gmail.com.m","24","4","1992","MEXICO","MEX","+92","SANSUNG","US","DOLAR","556446","69467.0","False","APPL","APPLE INC.","TECHNOLOGY"
"3616","CAREY ANNE-CORINNE","carey-anne-corinnebeulah@gmail.com.m","10","1","1990","MEXICO","MEX","+92","IOS","US","DOLAR","207236","18089.083333333332","False","ADS.F","ADIDAS"","FITNESS"
"3617","JUNETTE SEANA","junette-seanasuzanna@hotmail.com.a","7","4","1999","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","818590","77573.0","False","ADSG-U.TI","ADIDAS"","FITNESS"
"3618","THOMASA CHERIANNE","thomasa-cheriannecherie@yahoo.com.a","5","4","1998","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","823849","39284.25","True","APPL","APPLE INC.","TECHNOLOGY"
"3619","TIPHANI MARTY","tiphani-martyaubrette@outlook.com.b","7","4","1979","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","334661","42234.5","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"3620","ERINA BABITA","erina-babitayetty@inc.com.m","25","8","1987","MEXICO","MEX","+92","SANSUNG","US","DOLAR","396167","72598.91666666667","True","ADDDF","ADIDAS"","FITNESS"
"3621","MAURE HELLI","maure-hellikittie@yahoo.com.m","19","12","2000","MEXICO","MEX","+92","OTHER","US","DOLAR","896698","70224.0","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"3622","SHEILAH DELA","sheilah-delalin@outlook.com.b","22","3","1984","BRASIL","BRA","+55","XIAOMI","US","DOLAR","574244","1212.3333333333333","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3623","BAB AJAY","bab-ajaylaurena@yahoo.com.a","19","8","1985","ARGENTINA","ARG","+90","IOS","US","DOLAR","529355","67905.66666666667","False","APPL","APPLE INC.","TECHNOLOGY"
"3624","ARDATH MATILDA","ardath-matildatory@inc.com.b","8","8","1987","BRASIL","BRA","+55","OTHER","US","DOLAR","958183","81101.25","False","APPL","APPLE INC.","TECHNOLOGY"
"3625","EMILINE KATHARINE","emiline-katharinepearline@hotmail.com.a","15","12","1990","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","325770","66957.41666666667","False","ADDYY","ADIDAS"","FITNESS"
"3626","OLIVE LISSIE","olive-lissieruthie@gmail.com.a","22","4","1988","ARGENTINA","ARG","+90","IOS","US","DOLAR","245377","24386.25","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3627","NOELLYN ANNECORINNE","noellyn-annecorinneilla@inc.com.m","7","9","1995","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","46087","55600.333333333336","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3628","LORRAINE FANYA","lorraine-fanyaester@hotmail.com.b","17","9","1970","BRASIL","BRA","+55","OTHER","US","DOLAR","303817","70565.16666666667","False","NKE","NIKE INC.","FITNESS"
"3629","OLIA BEVERLEE","olia-beverleelanae@gmail.com.u","11","10","2004","UNITED_STATES","USA","+91","OTHER","US","DOLAR","608271","81683.91666666667","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3630","BELIA BETSY","belia-betsychandra@outlook.com.m","5","10","1974","MEXICO","MEX","+92","XIAOMI","US","DOLAR","19838","18518.666666666668","False","NKE","NIKE INC.","FITNESS"
"3631","DODE SAVINA","dode-savinaami@outlook.com.a","4","5","1999","ARGENTINA","ARG","+90","IOS","US","DOLAR","220017","57625.666666666664","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3632","GIULIETTA CLARABELLE","giulietta-clarabellecathryn@inc.com.m","11","12","1989","MEXICO","MEX","+92","SANSUNG","US","DOLAR","198375","30524.916666666668","False","ADSG-U.TI","ADIDAS"","FITNESS"
"3633","TABBI MEL","tabbi-melrobbin@outlook.com.u","10","5","1985","UNITED_STATES","USA","+91","SANSUNG","US","DOLAR","974557","51439.416666666664","True","NKE","NIKE INC.","FITNESS"
"3634","RUPERTA CARILYN","ruperta-carilynjo-ann@inc.com.a","15","1","2004","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","921183","41835.5","True","ADDYY","ADIDAS"","FITNESS"
"3635","ELLYNN DANI","ellynn-daniodelia@gmail.com.b","7","6","1977","BRASIL","BRA","+55","XIAOMI","US","DOLAR","96106","1034.1666666666667","False","ADSG-U.TI","ADIDAS"","FITNESS"
"3636","COREEN JILLAYNE","coreen-jillaynelora@inc.com.u","23","4","1975","UNITED_STATES","USA","+91","OTHER","US","DOLAR","872171","53994.75","False","ADS.F","ADIDAS"","FITNESS"
"3637","BESSY CRIN","bessy-crinalicia@inc.com.a","21","7","1991","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","994577","30437.75","False","APPL","APPLE INC.","TECHNOLOGY"
"3638","FANIA ALICIA","fania-aliciaanstice@hotmail.com.u","10","7","1978","UNITED_STATES","USA","+91","IOS","US","DOLAR","272486","45972.0","True","APPL","APPLE INC.","TECHNOLOGY"
"3639","RANDY NICKIE","randy-nickieruth@gmail.com.a","9","7","2004","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","424251","48715.916666666664","True","NKE","NIKE INC.","FITNESS"
"3640","MARLEEN MIA","marleen-miaalecia@yahoo.com.u","12","9","1979","UNITED_STATES","USA","+91","OTHER","US","DOLAR","655904","36668.5","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"3641","KORIE KAYLEY","korie-kayleyjoana@hotmail.com.u","9","9","1971","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","58304","30324.25","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3642","SHIRLEE DOLLI","shirlee-dollisydelle@hotmail.com.m","14","3","1996","MEXICO","MEX","+92","IOS","US","DOLAR","638243","33063.916666666664","False","ADSG-U.TI","ADIDAS"","FITNESS"
"3643","KATE BOBBI","kate-bobbivan@outlook.com.m","19","8","1998","MEXICO","MEX","+92","OTHER","US","DOLAR","231964","54245.833333333336","False","NKE","NIKE INC.","FITNESS"
"3644","ROZELLA KERSTIN","rozella-kerstinmarge@inc.com.b","6","2","1985","BRASIL","BRA","+55","IOS","US","DOLAR","427770","11955.083333333334","False","ADSG-U.TI","ADIDAS"","FITNESS"
"3645","HOLLY SIBBY","holly-sibbyisidora@yahoo.com.b","26","12","1996","BRASIL","BRA","+55","OTHER","US","DOLAR","207022","74250.16666666667","False","ADSG-U.TI","ADIDAS"","FITNESS"
"3646","JENELLE GILBERTINE","jenelle-gilbertineeulalie@outlook.com.m","28","11","1980","MEXICO","MEX","+92","OTHER","US","DOLAR","840398","6829.583333333333","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3647","JANICE NEALA","janice-nealatawsha@gmail.com.m","23","12","1986","MEXICO","MEX","+92","OTHER","US","DOLAR","875136","44343.916666666664","True","APPL","APPLE INC.","TECHNOLOGY"
"3648","ROSELINE FRAN","roseline-francristionna@yahoo.com.m","22","8","1980","MEXICO","MEX","+92","IOS","US","DOLAR","508717","27615.25","True","NKE","NIKE INC.","FITNESS"
"3649","SHAE RANICE","shae-ranicemollie@outlook.com.u","21","7","1973","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","53854","39008.416666666664","True","ADS.F","ADIDAS"","FITNESS"
"3650","BRITNI NONA","britni-nonamonique@inc.com.u","28","3","1982","UNITED_STATES","USA","+91","IOS","US","DOLAR","284065","18911.0","True","NKE","NIKE INC.","FITNESS"
"3651","RENELLE JORDAN","renelle-jordanterrye@yahoo.com.b","8","3","1971","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","69644","67351.66666666667","False","ADDDF","ADIDAS"","FITNESS"
"3652","ZORANA NARI","zorana-narisula@inc.com.a","14","4","1987","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","675865","1403.0833333333333","True","ADDDF","ADIDAS"","FITNESS"
"3653","ULRIKAUMEKO OLIA","ulrikaumeko-olialoleta@yahoo.com.a","6","8","1999","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","348294","3519.9166666666665","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"3654","JAYNE MALVA","jayne-malvasallyann@gmail.com.a","3","3","1985","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","295100","30585.166666666668","True","NKE","NIKE INC.","FITNESS"
"3655","KERRILL GABRIEL","kerrill-gabrielgrayce@gmail.com.b","29","7","1998","BRASIL","BRA","+55","IOS","US","DOLAR","517027","22730.25","False","DIS","THE WALT DISNEY COMPANY","FUN"
"3656","HILDAGARDE CHARO","hildagarde-charoroseline@outlook.com.m","8","7","1995","MEXICO","MEX","+92","XIAOMI","US","DOLAR","597298","1136.1666666666667","False","APPL","APPLE INC.","TECHNOLOGY"
"3657","MARIYA LESLIE","mariya-leslielexine@outlook.com.m","15","3","1986","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","736700","12570.916666666666","False","APPL","APPLE INC.","TECHNOLOGY"
"3658","DELLA CARLEEN","della-carleenaddie@yahoo.com.m","23","11","1986","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","591035","25973.25","False","APPL","APPLE INC.","TECHNOLOGY"
"3659","HELENE ALIS","helene-alisbinny@inc.com.m","13","12","1971","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","681800","75075.08333333333","False","APPL","APPLE INC.","TECHNOLOGY"
"3660","PETA ZOLA","peta-zolaroseanna@hotmail.com.a","16","4","2001","ARGENTINA","ARG","+90","IOS","US","DOLAR","92876","63278.75","True","NKE","NIKE INC.","FITNESS"
"3661","ROSEMARIE HARRIET","rosemarie-harrietlibbie@outlook.com.m","13","10","1989","MEXICO","MEX","+92","IOS","US","DOLAR","396406","70830.75","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3662","DORI MILDRID","dori-mildridtherine@gmail.com.m","15","8","1974","MEXICO","MEX","+92","IOS","US","DOLAR","846315","28897.333333333332","False","DIS","THE WALT DISNEY COMPANY","FUN"
"3663","DOLORITAS ARLINDA","doloritas-arlindaemelina@yahoo.com.a","14","1","1979","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","747814","57272.166666666664","True","ADS.F","ADIDAS"","FITNESS"
"3664","ARYN CHARLEAN","aryn-charleancariotta@outlook.com.m","1","8","1986","MEXICO","MEX","+92","SANSUNG","US","DOLAR","415629","9346.833333333334","True","ADDYY","ADIDAS"","FITNESS"
"3665","KIZZIE HYACINTH","kizzie-hyacinthsissie@hotmail.com.a","15","6","1985","ARGENTINA","ARG","+90","IOS","US","DOLAR","227286","33081.416666666664","False","ADDYY","ADIDAS"","FITNESS"
"3666","STAFANI TALIA","stafani-taliaalameda@outlook.com.u","4","6","1970","UNITED_STATES","USA","+91","OTHER","US","DOLAR","749414","75292.33333333333","False","ADDYY","ADIDAS"","FITNESS"
"3667","SABRINA AUROORA","sabrina-aurooralibbey@yahoo.com.m","13","5","1994","MEXICO","MEX","+92","OTHER","US","DOLAR","631010","63258.666666666664","True","APPL","APPLE INC.","TECHNOLOGY"
"3668","HATTIE MAITILDE","hattie-maitildeaudrye@gmail.com.m","23","10","1999","MEXICO","MEX","+92","IOS","US","DOLAR","224703","31316.666666666668","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3669","ADELAIDA LAVINIA","adelaida-laviniacacilia@inc.com.m","19","10","1993","MEXICO","MEX","+92","IOS","US","DOLAR","407611","44209.0","True","DIS","THE WALT DISNEY COMPANY","FUN"
"3670","TARA ABBY","tara-abbymadalyn@gmail.com.b","22","6","1998","BRASIL","BRA","+55","IOS","US","DOLAR","549390","63067.916666666664","False","APPL","APPLE INC.","TECHNOLOGY"
"3671","IANTHE ISADORA","ianthe-isadorabobbi@yahoo.com.b","2","5","2003","BRASIL","BRA","+55","XIAOMI","US","DOLAR","964982","32367.083333333332","False","ADSG-U.TI","ADIDAS"","FITNESS"
"3672","VIKKI CARLEN","vikki-carlengayel@hotmail.com.m","17","2","1977","MEXICO","MEX","+92","SANSUNG","US","DOLAR","444794","35774.416666666664","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3673","ARLUENE BEVERLEE","arluene-beverleeondrea@hotmail.com.a","12","10","1984","ARGENTINA","ARG","+90","IOS","US","DOLAR","838118","1721.5","False","DIS","THE WALT DISNEY COMPANY","FUN"
"3674","CARMEL DORALYNNE","carmel-doralynnebridie@inc.com.m","14","2","1996","MEXICO","MEX","+92","SANSUNG","US","DOLAR","691561","18890.333333333332","False","ADS.F","ADIDAS"","FITNESS"
"3675","AIMIL JENDA","aimil-jendalorene@yahoo.com.b","15","2","1980","BRASIL","BRA","+55","SANSUNG","US","DOLAR","298603","79096.25","False","ADS.F","ADIDAS"","FITNESS"
"3676","DAISY RIVI","daisy-rivilesya@yahoo.com.b","10","6","1973","BRASIL","BRA","+55","XIAOMI","US","DOLAR","708084","51335.666666666664","False","NKE","NIKE INC.","FITNESS"
"3677","AVELINE ISOBEL","aveline-isobeltrisha@yahoo.com.u","5","10","1983","UNITED_STATES","USA","+91","IOS","US","DOLAR","208538","27342.916666666668","False","ADDDF","ADIDAS"","FITNESS"
"3678","VALENTINA ADDA","valentina-addalilllie@inc.com.u","9","4","1976","UNITED_STATES","USA","+91","SANSUNG","US","DOLAR","233333","39678.583333333336","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3679","SABRA SYDEL","sabra-sydelhenrietta@inc.com.b","26","4","1978","BRASIL","BRA","+55","XIAOMI","US","DOLAR","71577","1229.25","False","ADSG-U.TI","ADIDAS"","FITNESS"
"3680","SHANDA ROSETTA","shanda-rosettacami@gmail.com.b","6","5","1992","BRASIL","BRA","+55","SANSUNG","US","DOLAR","575946","7838.166666666667","True","ADDDF","ADIDAS"","FITNESS"
"3681","MISTI WENONAH","misti-wenonahclerissa@gmail.com.a","18","11","1990","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","433946","72255.66666666667","False","ADDYY","ADIDAS"","FITNESS"
"3682","FAUN ELANE","faun-elaneibbie@inc.com.a","6","6","1972","ARGENTINA","ARG","+90","OTHER","US","DOLAR","742007","31652.583333333332","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"3683","SAPPHIRA EVALEEN","sapphira-evaleendorie@gmail.com.m","23","6","1976","MEXICO","MEX","+92","IOS","US","DOLAR","278545","82021.75","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3684","JUDIE KATHLIN","judie-kathlinnikaniki@hotmail.com.m","11","9","1981","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","613600","9493.166666666666","True","APPL","APPLE INC.","TECHNOLOGY"
"3685","JESSAMYN MINNIE","jessamyn-minniewenona@hotmail.com.b","8","2","2002","BRASIL","BRA","+55","SANSUNG","US","DOLAR","438943","73918.75","False","APPL","APPLE INC.","TECHNOLOGY"
"3686","CELESTINA ELSA","celestina-elsaconcordia@outlook.com.u","8","2","2004","UNITED_STATES","USA","+91","OTHER","US","DOLAR","562228","10191.5","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3687","SHEA AUBREY","shea-aubreynorina@inc.com.u","18","9","1972","UNITED_STATES","USA","+91","OTHER","US","DOLAR","464281","309.1666666666667","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3688","TABBI DORTHEA","tabbi-dortheafaye@outlook.com.m","17","9","1997","MEXICO","MEX","+92","IOS","US","DOLAR","857566","13710.416666666666","False","ADS.F","ADIDAS"","FITNESS"
"3689","BIRGIT LOLETA","birgit-loletamargarita@hotmail.com.a","29","6","1971","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","853361","7135.583333333333","True","ADDDF","ADIDAS"","FITNESS"
"3690","COLETTE CAROLAN","colette-carolancarlen@hotmail.com.a","9","11","1993","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","46437","18448.083333333332","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"3691","LUELLE SALLIE","luelle-salliemaridel@outlook.com.a","13","10","1983","ARGENTINA","ARG","+90","OTHER","US","DOLAR","192627","30965.583333333332","False","ADDDF","ADIDAS"","FITNESS"
"3692","GABRILA DRUSIE","gabrila-drusieanabelle@outlook.com.b","30","6","1995","BRASIL","BRA","+55","OTHER","US","DOLAR","585690","45003.5","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"3693","AARIKA CECILY","aarika-cecilygrazia@hotmail.com.m","22","10","1983","MEXICO","MEX","+92","XIAOMI","US","DOLAR","680192","24127.0","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3694","KAYE ALFREDA","kaye-alfredaalys@outlook.com.b","21","9","2000","BRASIL","BRA","+55","SANSUNG","US","DOLAR","821480","27244.916666666668","False","DIS","THE WALT DISNEY COMPANY","FUN"
"3695","TAMRA JEN","tamra-jenerda@inc.com.m","10","4","1972","MEXICO","MEX","+92","IOS","US","DOLAR","42781","1492.75","True","NKE","NIKE INC.","FITNESS"
"3696","CARINA FEODORA","carina-feodorajess@hotmail.com.u","23","1","1971","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","972801","30522.916666666668","False","ADDYY","ADIDAS"","FITNESS"
"3697","RIVI STARR","rivi-starrkare@gmail.com.m","18","11","1984","MEXICO","MEX","+92","XIAOMI","US","DOLAR","957822","706.6666666666666","True","ADSG-U.TI","ADIDAS"","FITNESS"
"3698","ARLIE MAIBLE","arlie-maiblefae@inc.com.a","22","10","1970","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","402611","18457.0","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"3699","GRAY TERI","gray-terileticia@outlook.com.b","3","1","1999","BRASIL","BRA","+55","XIAOMI","US","DOLAR","563397","38375.583333333336","True","ADDYY","ADIDAS"","FITNESS"
"3700","LOREE ARDYS","loree-ardyshedi@outlook.com.a","18","11","1995","ARGENTINA","ARG","+90","IOS","US","DOLAR","489061","40349.416666666664","True","APPL","APPLE INC.","TECHNOLOGY"
